run_id,repeat,system,query,concurrency,request_id,success,status,latency_ms,error
20260527-205309,1,spin,space,100,5173,true,200,1179.379,
20260527-205309,1,spin,space,100,5154,true,200,1463.311,
20260527-205309,1,spin,space,100,5161,true,200,1382.018,
20260527-205309,1,spin,space,100,5196,true,200,1022.049,
20260527-205309,1,spin,space,100,5187,true,200,1123.092,
20260527-205309,1,spin,space,100,5179,true,200,1177.468,
20260527-205309,1,spin,space,100,5130,true,200,1786.894,
20260527-205309,1,spin,space,100,5143,true,200,1654.573,
20260527-205309,1,spin,space,100,5174,true,200,1287.437,
20260527-205309,1,spin,space,100,5183,true,200,1172.394,
20260527-205309,1,spin,space,100,5168,true,200,1314.737,
20260527-205309,1,spin,space,100,5155,true,200,1585.357,
20260527-205309,1,spin,space,100,5162,true,200,1500.542,
20260527-205309,1,spin,space,100,5127,true,200,1968.944,
20260527-205309,1,spin,space,100,5175,true,200,1373.981,
20260527-205309,1,spin,space,100,5123,true,200,2017.256,
20260527-205309,1,spin,space,100,5126,true,200,2002.650,
20260527-205309,1,spin,space,100,5169,true,200,1414.954,
20260527-205309,1,spin,space,100,5128,true,200,1905.814,
20260527-205309,1,spin,space,100,5184,true,200,1284.951,
20260527-205309,1,spin,space,100,5129,true,200,1922.297,
20260527-205309,1,spin,space,100,5156,true,200,1705.535,
20260527-205309,1,spin,space,100,5135,true,200,2000.396,
20260527-205309,1,spin,space,100,5163,true,200,1644.618,
20260527-205309,1,spin,space,100,5121,true,200,2146.488,
20260527-205309,1,spin,space,100,5144,true,200,1891.655,
20260527-205309,1,spin,space,100,5146,true,200,1874.372,
20260527-205309,1,spin,space,100,5124,true,200,2146.298,
20260527-205309,1,spin,space,100,5125,true,200,2164.295,
20260527-205309,1,spin,space,100,5136,true,200,2017.092,
20260527-205309,1,spin,space,100,5122,true,200,2181.176,
20260527-205309,1,spin,space,100,5157,true,200,1843.859,
20260527-205309,1,spin,space,100,5164,true,200,1779.530,
20260527-205309,1,spin,space,100,5158,true,200,1796.776,
20260527-205309,1,spin,space,100,5138,true,200,2054.379,
20260527-205309,1,spin,space,100,5131,true,200,2174.379,
20260527-205309,1,spin,space,100,5145,true,200,2037.469,
20260527-205309,1,spin,space,100,5134,true,200,2161.573,
20260527-205309,1,spin,space,100,5137,true,200,2142.250,
20260527-205309,1,spin,space,100,5133,true,200,2181.863,
20260527-205309,1,spin,space,100,5139,true,200,2083.419,
20260527-205309,1,spin,space,100,5132,true,200,2268.171,
20260527-205309,1,spin,space,100,5213,true,200,1310.512,
20260527-205309,1,spin,space,100,5140,true,200,2173.090,
20260527-205309,1,spin,space,100,5258,true,200,654.238,
20260527-205309,1,spin,space,100,5259,true,200,659.193,
20260527-205309,1,spin,space,100,5257,true,200,702.752,
20260527-205309,1,spin,space,100,5256,true,200,720.984,
20260527-205309,1,spin,space,100,5264,true,200,646.306,
20260527-205309,1,spin,space,100,5272,true,200,543.522,
20260527-205309,1,spin,space,100,5268,true,200,583.412,
20260527-205309,1,spin,space,100,5273,true,200,622.707,
20260527-205309,1,spin,space,100,5275,true,200,640.276,
20260527-205309,1,spin,space,100,5276,true,200,590.062,
20260527-205309,1,spin,space,100,5274,true,200,647.029,
20260527-205309,1,spin,space,100,5279,true,200,556.158,
20260527-205309,1,spin,space,100,5282,true,200,546.333,
20260527-205309,1,spin,space,100,5251,true,200,913.133,
20260527-205309,1,spin,space,100,5280,true,200,560.496,
20260527-205309,1,spin,space,100,5283,true,200,560.588,
20260527-205309,1,spin,space,100,5286,true,200,503.279,
20260527-205309,1,spin,space,100,5265,true,200,900.367,
20260527-205309,1,spin,space,100,5287,true,200,558.817,
20260527-205309,1,spin,space,100,5208,true,200,1608.270,
20260527-205309,1,spin,space,100,5293,true,200,534.659,
20260527-205309,1,spin,space,100,5260,true,200,920.515,
20260527-205309,1,spin,space,100,5291,true,200,558.742,
20260527-205309,1,spin,space,100,5290,true,200,562.183,
20260527-205309,1,spin,space,100,5294,true,200,533.279,
20260527-205309,1,spin,space,100,5295,true,200,536.721,
20260527-205309,1,spin,space,100,5269,true,200,825.089,
20260527-205309,1,spin,space,100,5261,true,200,1048.446,
20260527-205309,1,spin,space,100,5292,true,200,686.346,
20260527-205309,1,spin,space,100,5297,true,200,560.360,
20260527-205309,1,spin,space,100,5298,true,200,559.012,
20260527-205309,1,spin,space,100,5270,true,200,949.947,
20260527-205309,1,spin,space,100,5277,true,200,854.756,
20260527-205309,1,spin,space,100,5296,true,200,605.075,
20260527-205309,1,spin,space,100,5214,true,200,1748.795,
20260527-205309,1,spin,space,100,5284,true,200,835.659,
20260527-205309,1,spin,space,100,5281,true,200,857.515,
20260527-205309,1,spin,space,100,5209,true,200,1875.076,
20260527-205309,1,spin,space,100,5262,true,200,1182.131,
20260527-205309,1,spin,space,100,5278,true,200,972.223,
20260527-205309,1,spin,space,100,5285,true,200,940.813,
20260527-205309,1,spin,space,100,5263,true,200,1193.152,
20260527-205309,1,spin,space,100,5288,true,200,840.561,
20260527-205309,1,spin,space,100,5271,true,200,1082.436,
20260527-205309,1,spin,space,100,5215,true,200,1874.122,
20260527-205309,1,spin,space,100,5266,true,200,1150.865,
20260527-205309,1,spin,space,100,5235,true,200,1579.411,
20260527-205309,1,spin,space,100,5210,true,200,2009.323,
20260527-205309,1,spin,space,100,5252,true,200,1456.034,
20260527-205309,1,spin,space,100,5289,true,200,974.457,
20260527-205309,1,spin,space,100,5247,true,200,1529.705,
20260527-205309,1,spin,space,100,5211,true,200,2026.342,
20260527-205309,1,spin,space,100,5245,true,200,1580.186,
20260527-205309,1,spin,space,100,5250,true,200,1471.025,
20260527-205309,1,spin,space,100,5267,true,200,1258.923,
20260527-205309,1,spin,space,100,5212,true,200,2044.361,
20260527-205309,1,spin,space,100,5216,true,200,2014.983,
20260527-205309,1,spin,space,100,5246,true,200,1670.321,
20260527-205309,1,spin,space,100,5253,true,200,1606.004,
20260527-205309,1,spin,space,100,5249,true,200,1620.767,
20260527-205309,1,spin,space,100,5241,true,200,1739.074,
20260527-205309,1,spin,space,100,5225,true,200,2012.529,
20260527-205309,1,spin,space,100,5240,true,200,1741.361,
20260527-205309,1,spin,space,100,5231,true,200,1874.193,
20260527-205309,1,spin,space,100,5248,true,200,1649.930,
20260527-205309,1,spin,space,100,5230,true,200,1901.785,
20260527-205309,1,spin,space,100,5218,true,200,2068.425,
20260527-205309,1,spin,space,100,5233,true,200,2007.764,
20260527-205309,1,spin,space,100,5228,true,200,2036.830,
20260527-205309,1,spin,space,100,5227,true,200,2125.932,
20260527-205309,1,spin,space,100,5242,true,200,1896.118,
20260527-205309,1,spin,space,100,5254,true,200,1777.414,
20260527-205309,1,spin,space,100,5236,true,200,1974.171,
20260527-205309,1,spin,space,100,5217,true,200,2294.852,
20260527-205309,1,spin,space,100,5221,true,200,2223.936,
20260527-205309,1,spin,space,100,5234,true,200,2086.892,
20260527-205309,1,spin,space,100,5229,true,200,2106.554,
20260527-205309,1,spin,space,100,5232,true,200,2168.018,
20260527-205309,1,spin,space,100,5226,true,200,2280.326,
20260527-205309,1,spin,space,100,5243,true,200,2047.051,
20260527-205309,1,spin,space,100,5223,true,200,2335.859,
20260527-205309,1,spin,space,100,5255,true,200,1936.039,
20260527-205309,1,spin,space,100,5237,true,200,2135.223,
20260527-205309,1,spin,space,100,5219,true,200,2360.451,
20260527-205309,1,spin,space,100,5224,true,200,2354.081,
20260527-205309,1,spin,space,100,5220,true,200,2388.762,
20260527-205309,1,spin,space,100,5222,true,200,2386.295,
20260527-205309,1,spin,space,100,5238,true,200,2177.154,
20260527-205309,1,spin,space,100,5244,true,200,2166.463,
20260527-205309,1,spin,space,100,5303,true,200,1411.404,
20260527-205309,1,spin,space,100,5388,true,200,131.957,
20260527-205309,1,spin,space,100,5239,true,200,2194.856,
20260527-205309,1,spin,space,100,5309,true,200,1306.591,
20260527-205309,1,spin,space,100,5306,true,200,1340.328,
20260527-205309,1,spin,space,100,5300,true,200,1455.868,
20260527-205309,1,spin,space,100,5304,true,200,1445.056,
20260527-205309,1,spin,space,100,5299,true,200,1464.225,
20260527-205309,1,spin,space,100,5307,true,200,1414.330,
20260527-205309,1,spin,space,100,5305,true,200,1508.426,
20260527-205309,1,spin,space,100,5353,true,200,850.469,
20260527-205309,1,spin,space,100,5308,true,200,1422.958,
20260527-205309,1,spin,space,100,5368,true,200,571.497,
20260527-205309,1,spin,space,100,5301,true,200,1551.102,
20260527-205309,1,spin,space,100,5348,true,200,869.791,
20260527-205309,1,spin,space,100,5302,true,200,1563.314,
20260527-205309,1,spin,space,100,5328,true,200,1170.355,
20260527-205309,1,spin,space,100,5378,true,200,443.228,
20260527-205309,1,spin,space,100,5383,true,200,481.616,
20260527-205309,1,spin,space,100,5380,true,200,521.852,
20260527-205309,1,spin,space,100,5313,true,200,1525.001,
20260527-205309,1,spin,space,100,5318,true,200,1407.670,
20260527-205309,1,spin,space,100,5349,true,200,988.088,
20260527-205309,1,spin,space,100,5384,true,200,471.779,
20260527-205309,1,spin,space,100,5330,true,200,1284.145,
20260527-205309,1,spin,space,100,5311,true,200,1560.021,
20260527-205309,1,spin,space,100,5319,true,200,1435.807,
20260527-205309,1,spin,space,100,5369,true,200,730.327,
20260527-205309,1,spin,space,100,5381,true,200,659.063,
20260527-205309,1,spin,space,100,5312,true,200,1663.359,
20260527-205309,1,spin,space,100,5314,true,200,1651.056,
20260527-205309,1,spin,space,100,5379,true,200,666.765,
20260527-205309,1,spin,space,100,5350,true,200,1121.705,
20260527-205309,1,spin,space,100,5385,true,200,601.452,
20260527-205309,1,spin,space,100,5370,true,200,843.924,
20260527-205309,1,spin,space,100,5320,true,200,1559.895,
20260527-205309,1,spin,space,100,5329,true,200,1421.356,
20260527-205309,1,spin,space,100,5310,true,200,1701.100,
20260527-205309,1,spin,space,100,5386,true,200,648.126,
20260527-205309,1,spin,space,100,5382,true,200,777.739,
20260527-205309,1,spin,space,100,5358,true,200,1110.973,
20260527-205309,1,spin,space,100,5371,true,200,953.263,
20260527-205309,1,spin,space,100,5360,true,200,1115.221,
20260527-205309,1,spin,space,100,5315,true,200,1768.055,
20260527-205309,1,spin,space,100,5321,true,200,1684.263,
20260527-205309,1,spin,space,100,5387,true,200,695.925,
20260527-205309,1,spin,space,100,5355,true,200,1309.364,
20260527-205309,1,spin,space,100,5331,true,200,1606.141,
20260527-205309,1,spin,space,100,5316,true,200,1817.893,
20260527-205309,1,spin,space,100,5372,true,200,1077.573,
20260527-205309,1,spin,space,100,5361,true,200,1232.606,
20260527-205309,1,spin,space,100,5356,true,200,1259.312,
20260527-205309,1,spin,space,100,5375,true,200,1054.209,
20260527-205309,1,spin,space,100,5374,true,200,1071.212,
20260527-205309,1,spin,space,100,5325,true,200,1780.653,
20260527-205309,1,spin,space,100,5322,true,200,1828.151,
20260527-205309,1,spin,space,100,5351,true,200,1447.702,
20260527-205309,1,spin,space,100,5332,true,200,1733.875,
20260527-205309,1,spin,space,100,5357,true,200,1349.541,
20260527-205309,1,spin,space,100,5317,true,200,1921.507,
20260527-205309,1,spin,space,100,5362,true,200,1353.174,
20260527-205309,1,spin,space,100,5326,true,200,1792.845,
20260527-205309,1,spin,space,100,5376,true,200,1071.282,
20260527-205309,1,spin,space,100,5373,true,200,1187.892,
20260527-205309,1,spin,space,100,5323,true,200,1929.131,
20260527-205309,1,spin,space,100,5327,true,200,1811.554,
20260527-205309,1,spin,space,100,5352,true,200,1567.097,
20260527-205309,1,spin,space,100,5333,true,200,1847.950,
20260527-205309,1,spin,space,100,5359,true,200,1465.771,
20260527-205309,1,spin,space,100,5363,true,200,1465.691,
20260527-205309,1,spin,space,100,5324,true,200,2017.263,
20260527-205309,1,spin,space,100,5366,true,200,1345.696,
20260527-205309,1,spin,space,100,5377,true,200,1182.078,
20260527-205309,1,spin,space,100,5364,true,200,1479.992,
20260527-205309,1,spin,space,100,5354,true,200,1636.620,
20260527-205309,1,spin,space,100,5365,true,200,1487.040,
20260527-205309,1,spin,space,100,5340,true,200,1823.347,
20260527-205309,1,spin,space,100,5341,true,200,1825.339,
20260527-205309,1,spin,space,100,5339,true,200,1873.728,
20260527-205309,1,spin,space,100,5367,true,200,1451.009,
20260527-205309,1,spin,space,100,5336,true,200,1881.337,
20260527-205309,1,spin,space,100,5344,true,200,1856.446,
20260527-205309,1,spin,space,100,5342,true,200,1880.223,
20260527-205309,1,spin,space,100,5334,true,200,2020.923,
20260527-205309,1,spin,space,100,5347,true,200,1770.541,
20260527-205309,1,spin,space,100,5335,true,200,2035.190,
20260527-205309,1,spin,space,100,5338,true,200,1960.685,
20260527-205309,1,spin,space,100,5346,true,200,1836.779,
20260527-205309,1,spin,space,100,5343,true,200,1970.718,
20260527-205309,1,spin,space,100,5345,true,200,1959.019,
20260527-205309,1,spin,space,100,5389,true,200,1243.718,
20260527-205309,1,spin,space,100,5337,true,200,2005.087,
20260527-205309,1,spin,space,100,5390,true,200,1246.626,
20260527-205309,1,spin,space,100,5409,true,200,1019.083,
20260527-205309,1,spin,space,100,5399,true,200,1138.604,
20260527-205309,1,spin,space,100,5400,true,200,1134.162,
20260527-205309,1,spin,space,100,5417,true,200,962.406,
20260527-205309,1,spin,space,100,5418,true,200,969.988,
20260527-205309,1,spin,space,100,5425,true,200,939.551,
20260527-205309,1,spin,space,100,5431,true,200,846.195,
20260527-205309,1,spin,space,100,5432,true,200,834.339,
20260527-205309,1,spin,space,100,5439,true,200,733.211,
20260527-205309,1,spin,space,100,5437,true,200,735.635,
20260527-205309,1,spin,space,100,5438,true,200,743.276,
20260527-205309,1,spin,space,100,5440,true,200,747.159,
20260527-205309,1,spin,space,100,5445,true,200,672.374,
20260527-205309,1,spin,space,100,5450,true,200,690.610,
20260527-205309,1,spin,space,100,5446,true,200,702.252,
20260527-205309,1,spin,space,100,5451,true,200,693.405,
20260527-205309,1,spin,space,100,5452,true,200,696.843,
20260527-205309,1,spin,space,100,5455,true,200,640.336,
20260527-205309,1,spin,space,100,5410,true,200,1239.806,
20260527-205309,1,spin,space,100,5391,true,200,1489.270,
20260527-205309,1,spin,space,100,5402,true,200,1363.116,
20260527-205309,1,spin,space,100,5456,true,200,634.271,
20260527-205309,1,spin,space,100,5460,true,200,626.215,
20260527-205309,1,spin,space,100,5461,true,200,716.364,
20260527-205309,1,spin,space,100,5426,true,200,1112.189,
20260527-205309,1,spin,space,100,5419,true,200,1247.472,
20260527-205309,1,spin,space,100,5462,true,200,711.053,
20260527-205309,1,spin,space,100,5433,true,200,1098.002,
20260527-205309,1,spin,space,100,5459,true,200,736.647,
20260527-205309,1,spin,space,100,5464,true,200,684.078,
20260527-205309,1,spin,space,100,5465,true,200,694.586,
20260527-205309,1,spin,space,100,5463,true,200,745.311,
20260527-205309,1,spin,space,100,5441,true,200,1027.558,
20260527-205309,1,spin,space,100,5453,true,200,979.592,
20260527-205309,1,spin,space,100,5466,true,200,795.674,
20260527-205309,1,spin,space,100,5411,true,200,1536.619,
20260527-205309,1,spin,space,100,5467,true,200,805.468,
20260527-205309,1,spin,space,100,5468,true,200,802.784,
20260527-205309,1,spin,space,100,5447,true,200,1054.452,
20260527-205309,1,spin,space,100,5401,true,200,1683.766,
20260527-205309,1,spin,space,100,5457,true,200,954.114,
20260527-205309,1,spin,space,100,5392,true,200,1837.341,
20260527-205309,1,spin,space,100,5469,true,200,843.902,
20260527-205309,1,spin,space,100,5471,true,200,931.316,
20260527-205309,1,spin,space,100,5427,true,200,1460.960,
20260527-205309,1,spin,space,100,5472,true,200,937.436,
20260527-205309,1,spin,space,100,5434,true,200,1441.608,
20260527-205309,1,spin,space,100,5470,true,200,970.982,
20260527-205309,1,spin,space,100,5420,true,200,1607.773,
20260527-205309,1,spin,space,100,5473,true,200,941.892,
20260527-205309,1,spin,space,100,5474,true,200,912.743,
20260527-205309,1,spin,space,100,5475,true,200,920.946,
20260527-205309,1,spin,space,100,5442,true,200,1351.187,
20260527-205309,1,spin,space,100,5412,true,200,1850.595,
20260527-205309,1,spin,space,100,5476,true,200,999.134,
20260527-205309,1,spin,space,100,5478,true,200,1002.139,
20260527-205309,1,spin,space,100,5477,true,200,1003.180,
20260527-205309,1,spin,space,100,5448,true,200,1364.383,
20260527-205309,1,spin,space,100,5458,true,200,1243.523,
20260527-205309,1,spin,space,100,5454,true,200,1293.903,
20260527-205309,1,spin,space,100,5403,true,200,1993.561,
20260527-205309,1,spin,space,100,5393,true,200,2144.033,
20260527-205309,1,spin,space,100,5443,true,200,1488.809,
20260527-205309,1,spin,space,100,5413,true,200,1967.777,
20260527-205309,1,spin,space,100,5435,true,200,1710.002,
20260527-205309,1,spin,space,100,5428,true,200,1743.492,
20260527-205309,1,spin,space,100,5449,true,200,1483.742,
20260527-205309,1,spin,space,100,5421,true,200,1882.800,
20260527-205309,1,spin,space,100,5480,true,200,1117.705,
20260527-205309,1,spin,space,100,5423,true,200,1869.034,
20260527-205309,1,spin,space,100,5444,true,200,1566.222,
20260527-205309,1,spin,space,100,5404,true,200,2120.915,
20260527-205309,1,spin,space,100,5394,true,200,2255.126,
20260527-205309,1,spin,space,100,5414,true,200,2092.976,
20260527-205309,1,spin,space,100,5436,true,200,1742.694,
20260527-205309,1,spin,space,100,5525,true,200,594.020,
20260527-205309,1,spin,space,100,5429,true,200,1876.721,
20260527-205309,1,spin,space,100,5479,true,200,1261.907,
20260527-205309,1,spin,space,100,5422,true,200,1996.626,
20260527-205309,1,spin,space,100,5526,true,200,603.321,
20260527-205309,1,spin,space,100,5528,true,200,591.883,
20260527-205309,1,spin,space,100,5529,true,200,592.073,
20260527-205309,1,spin,space,100,5527,true,200,606.745,
20260527-205309,1,spin,space,100,5530,true,200,678.789,
20260527-205309,1,spin,space,100,5531,true,200,662.519,
20260527-205309,1,spin,space,100,5534,true,200,543.407,
20260527-205309,1,spin,space,100,5522,true,200,845.132,
20260527-205309,1,spin,space,100,5533,true,200,661.778,
20260527-205309,1,spin,space,100,5532,true,200,670.369,
20260527-205309,1,spin,space,100,5405,true,200,2359.380,
20260527-205309,1,spin,space,100,5424,true,200,2119.634,
20260527-205309,1,spin,space,100,5535,true,200,558.689,
20260527-205309,1,spin,space,100,5395,true,200,2488.443,
20260527-205309,1,spin,space,100,5415,true,200,2335.943,
20260527-205309,1,spin,space,100,5542,true,200,619.788,
20260527-205309,1,spin,space,100,5545,true,200,516.935,
20260527-205309,1,spin,space,100,5538,true,200,657.475,
20260527-205309,1,spin,space,100,5541,true,200,646.161,
20260527-205309,1,spin,space,100,5549,true,200,515.832,
20260527-205309,1,spin,space,100,5550,true,200,516.310,
20260527-205309,1,spin,space,100,5430,true,200,2143.630,
20260527-205309,1,spin,space,100,5547,true,200,528.124,
20260527-205309,1,spin,space,100,5548,true,200,541.702,
20260527-205309,1,spin,space,100,5551,true,200,599.553,
20260527-205309,1,spin,space,100,5554,true,200,514.376,
20260527-205309,1,spin,space,100,5552,true,200,588.918,
20260527-205309,1,spin,space,100,5481,true,200,1616.114,
20260527-205309,1,spin,space,100,5553,true,200,595.195,
20260527-205309,1,spin,space,100,5406,true,200,2528.088,
20260527-205309,1,spin,space,100,5536,true,200,808.438,
20260527-205309,1,spin,space,100,5556,true,200,529.213,
20260527-205309,1,spin,space,100,5396,true,200,2665.039,
20260527-205309,1,spin,space,100,5555,true,200,533.350,
20260527-205309,1,spin,space,100,5558,true,200,616.099,
20260527-205309,1,spin,space,100,5416,true,200,2517.554,
20260527-205309,1,spin,space,100,5546,true,200,753.907,
20260527-205309,1,spin,space,100,5543,true,200,870.029,
20260527-205309,1,spin,space,100,5539,true,200,899.314,
20260527-205309,1,spin,space,100,5557,true,200,633.640,
20260527-205309,1,spin,space,100,5560,true,200,622.621,
20260527-205309,1,spin,space,100,5561,true,200,619.900,
20260527-205309,1,spin,space,100,5562,true,200,619.398,
20260527-205309,1,spin,space,100,5559,true,200,643.454,
20260527-205309,1,spin,space,100,5569,true,200,596.462,
20260527-205309,1,spin,space,100,5567,true,200,609.612,
20260527-205309,1,spin,space,100,5568,true,200,616.710,
20260527-205309,1,spin,space,100,5482,true,200,1860.118,
20260527-205309,1,spin,space,100,5566,true,200,624.498,
20260527-205309,1,spin,space,100,5570,true,200,617.353,
20260527-205309,1,spin,space,100,5407,true,200,2772.727,
20260527-205309,1,spin,space,100,5574,true,200,524.091,
20260527-205309,1,spin,space,100,5397,true,200,2907.226,
20260527-205309,1,spin,space,100,5537,true,200,1054.539,
20260527-205309,1,spin,space,100,5540,true,200,1126.623,
20260527-205309,1,spin,space,100,5544,true,200,1007.511,
20260527-205309,1,spin,space,100,5583,true,200,586.131,
20260527-205309,1,spin,space,100,5582,true,200,603.668,
20260527-205309,1,spin,space,100,5575,true,200,627.503,
20260527-205309,1,spin,space,100,5579,true,200,619.907,
20260527-205309,1,spin,space,100,5578,true,200,624.768,
20260527-205309,1,spin,space,100,5584,true,200,518.176,
20260527-205309,1,spin,space,100,5585,true,200,526.978,
20260527-205309,1,spin,space,100,5563,true,200,861.552,
20260527-205309,1,spin,space,100,5586,true,200,609.750,
20260527-205309,1,spin,space,100,5587,true,200,612.565,
20260527-205309,1,spin,space,100,5398,true,200,3140.155,
20260527-205309,1,spin,space,100,5408,true,200,3017.797,
20260527-205309,1,spin,space,100,5483,true,200,2110.384,
20260527-205309,1,spin,space,100,5571,true,200,872.551,
20260527-205309,1,spin,space,100,5588,true,200,636.465,
20260527-205309,1,spin,space,100,5592,true,200,642.186,
20260527-205309,1,spin,space,100,5589,true,200,662.663,
20260527-205309,1,spin,space,100,5590,true,200,670.911,
20260527-205309,1,spin,space,100,5593,true,200,723.162,
20260527-205309,1,spin,space,100,5572,true,200,985.626,
20260527-205309,1,spin,space,100,5576,true,200,893.984,
20260527-205309,1,spin,space,100,5580,true,200,883.629,
20260527-205309,1,spin,space,100,5573,true,200,995.372,
20260527-205309,1,spin,space,100,5581,true,200,889.258,
20260527-205309,1,spin,space,100,5484,true,200,2206.953,
20260527-205309,1,spin,space,100,5564,true,200,1057.099,
20260527-205309,1,spin,space,100,5565,true,200,1071.843,
20260527-205309,1,spin,space,100,5591,true,200,798.635,
20260527-205309,1,spin,space,100,5504,true,200,2071.616,
20260527-205309,1,spin,space,100,5577,true,200,1033.406,
20260527-205309,1,spin,space,100,5516,true,200,1925.289,
20260527-205309,1,spin,space,100,5521,true,200,1907.343,
20260527-205309,1,spin,space,100,5519,true,200,1937.229,
20260527-205309,1,spin,space,100,5514,true,200,1957.063,
20260527-205309,1,spin,space,100,5494,true,200,2245.097,
20260527-205309,1,spin,space,100,5518,true,200,1950.577,
20260527-205309,1,spin,space,100,5523,true,200,1915.178,
20260527-205309,1,spin,space,100,5517,true,200,1976.316,
20260527-205309,1,spin,space,100,5495,true,200,2376.664,
20260527-205309,1,spin,space,100,5515,true,200,2110.801,
20260527-205309,1,spin,space,100,5499,true,200,2371.862,
20260527-205309,1,spin,space,100,5505,true,200,2288.472,
20260527-205309,1,spin,space,100,5489,true,200,2506.907,
20260527-205309,1,spin,space,100,5520,true,200,2111.413,
20260527-205309,1,spin,space,100,5485,true,200,2549.481,
20260527-205309,1,spin,space,100,5501,true,200,2383.426,
20260527-205309,1,spin,space,100,5502,true,200,2396.388,
20260527-205309,1,spin,space,100,5524,true,200,2011.741,
20260527-205309,1,spin,space,100,5503,true,200,2490.468,
20260527-205309,1,spin,space,100,5487,true,200,2645.076,
20260527-205309,1,spin,space,100,5506,true,200,2415.311,
20260527-205309,1,spin,space,100,5491,true,200,2645.558,
20260527-205309,1,spin,space,100,5488,true,200,2672.009,
20260527-205309,1,spin,space,100,5500,true,200,2550.351,
20260527-205309,1,spin,space,100,5496,true,200,2573.744,
20260527-205309,1,spin,space,100,5490,true,200,2676.330,
20260527-205309,1,spin,space,100,5492,true,200,2670.201,
20260527-205309,1,spin,space,100,5493,true,200,2673.657,
20260527-205309,1,spin,space,100,5511,true,200,2513.364,
20260527-205309,1,spin,space,100,5486,true,200,2783.070,
20260527-205309,1,spin,space,100,5510,true,200,2523.592,
20260527-205309,1,spin,space,100,5508,true,200,2551.917,
20260527-205309,1,spin,space,100,5497,true,200,2681.537,
20260527-205309,1,spin,space,100,5512,true,200,2538.376,
20260527-205309,1,spin,space,100,5509,true,200,2553.096,
20260527-205309,1,spin,space,100,5498,true,200,2683.703,
20260527-205309,1,spin,space,100,5513,true,200,2549.503,
20260527-205309,1,spin,space,100,5507,true,200,2586.044,
20260527-205309,1,spin,space,100,5614,true,200,1153.699,
20260527-205309,1,spin,space,100,5599,true,200,1386.890,
20260527-205309,1,spin,space,100,5615,true,200,1166.334,
20260527-205309,1,spin,space,100,5623,true,200,1132.961,
20260527-205309,1,spin,space,100,5637,true,200,906.360,
20260527-205309,1,spin,space,100,5631,true,200,1030.817,
20260527-205309,1,spin,space,100,5616,true,200,1167.862,
20260527-205309,1,spin,space,100,5636,true,200,911.224,
20260527-205309,1,spin,space,100,5643,true,200,870.108,
20260527-205309,1,spin,space,100,5642,true,200,888.877,
20260527-205309,1,spin,space,100,5649,true,200,868.571,
20260527-205309,1,spin,space,100,5606,true,200,1405.909,
20260527-205309,1,spin,space,100,5653,true,200,833.245,
20260527-205309,1,spin,space,100,5648,true,200,879.872,
20260527-205309,1,spin,space,100,5660,true,200,714.843,
20260527-205309,1,spin,space,100,5658,true,200,721.885,
20260527-205309,1,spin,space,100,5654,true,200,761.066,
20260527-205309,1,spin,space,100,5662,true,200,715.798,
20260527-205309,1,spin,space,100,5659,true,200,735.144,
20260527-205309,1,spin,space,100,5661,true,200,726.632,
20260527-205309,1,spin,space,100,5594,true,200,1661.004,
20260527-205309,1,spin,space,100,5624,true,200,1300.582,
20260527-205309,1,spin,space,100,5630,true,200,1277.716,
20260527-205309,1,spin,space,100,5666,true,200,675.207,
20260527-205309,1,spin,space,100,5665,true,200,696.735,
20260527-205309,1,spin,space,100,5667,true,200,677.038,
20260527-205309,1,spin,space,100,5668,true,200,677.870,
20260527-205309,1,spin,space,100,5644,true,200,1048.407,
20260527-205309,1,spin,space,100,5638,true,200,1176.624,
20260527-205309,1,spin,space,100,5618,true,200,1454.837,
20260527-205309,1,spin,space,100,5670,true,200,814.415,
20260527-205309,1,spin,space,100,5607,true,200,1704.401,
20260527-205309,1,spin,space,100,5669,true,200,828.774,
20260527-205309,1,spin,space,100,5671,true,200,824.703,
20260527-205309,1,spin,space,100,5663,true,200,994.490,
20260527-205309,1,spin,space,100,5655,true,200,1052.780,
20260527-205309,1,spin,space,100,5650,true,200,1188.215,
20260527-205309,1,spin,space,100,5672,true,200,819.288,
20260527-205309,1,spin,space,100,5673,true,200,823.198,
20260527-205309,1,spin,space,100,5674,true,200,749.724,
20260527-205309,1,spin,space,100,5595,true,200,1966.772,
20260527-205309,1,spin,space,100,5677,true,200,808.819,
20260527-205309,1,spin,space,100,5632,true,200,1570.016,
20260527-205309,1,spin,space,100,5625,true,200,1614.123,
20260527-205309,1,spin,space,100,5676,true,200,835.787,
20260527-205309,1,spin,space,100,5645,true,200,1334.442,
20260527-205309,1,spin,space,100,5675,true,200,846.144,
20260527-205309,1,spin,space,100,5639,true,200,1464.070,
20260527-205309,1,spin,space,100,5678,true,200,819.620,
20260527-205309,1,spin,space,100,5617,true,200,1751.386,
20260527-205309,1,spin,space,100,5679,true,200,950.358,
20260527-205309,1,spin,space,100,5656,true,200,1329.670,
20260527-205309,1,spin,space,100,5681,true,200,955.691,
20260527-205309,1,spin,space,100,5664,true,200,1172.487,
20260527-205309,1,spin,space,100,5683,true,200,945.530,
20260527-205309,1,spin,space,100,5682,true,200,962.025,
20260527-205309,1,spin,space,100,5608,true,200,2017.477,
20260527-205309,1,spin,space,100,5680,true,200,983.398,
20260527-205309,1,spin,space,100,5684,true,200,918.433,
