service,scenario,concurrency,request_no,status,bytes,latency_ms,error
spin,image-resize,5,70,200,22304,132.004000,
spin,image-resize,5,71,200,22304,106.302700,
spin,image-resize,5,72,200,22304,119.624600,
spin,image-resize,5,73,200,22304,134.068700,
spin,image-resize,5,74,200,22304,132.619600,
spin,image-resize,5,75,200,22304,127.144900,
spin,image-resize,5,76,200,22304,140.745500,
spin,image-resize,5,77,200,22304,107.453900,
spin,image-resize,5,78,200,22304,131.321100,
spin,image-resize,5,79,200,22304,149.886700,
spin,image-resize,5,80,200,22304,148.420100,
spin,image-resize,5,81,200,22304,86.848900,
spin,image-resize,5,82,200,22304,137.483500,
spin,image-resize,5,83,200,22304,141.058800,
spin,image-resize,5,84,200,22304,121.834200,
spin,image-resize,5,85,200,22304,146.704900,
spin,image-resize,5,86,200,22304,107.183900,
spin,image-resize,5,87,200,22304,129.802400,
spin,image-resize,5,88,200,22304,120.539800,
spin,image-resize,5,89,200,22304,146.330400,
spin,image-resize,5,90,200,22304,143.330900,
spin,image-resize,5,91,200,22304,113.722200,
spin,image-resize,5,92,200,22304,114.986300,
spin,image-resize,5,93,200,22304,142.904700,
spin,image-resize,5,94,200,22304,133.564700,
spin,image-resize,5,95,200,22304,126.231800,
spin,image-resize,5,96,200,22304,105.564400,
spin,image-resize,5,97,200,22304,146.178800,
spin,image-resize,5,98,200,22304,139.817300,
spin,image-resize,5,99,200,22304,144.664400,
spin,image-resize,5,100,200,22304,137.456200,
spin,image-resize,10,1,200,22304,121.158300,
spin,image-resize,10,2,200,22304,127.614300,
spin,image-resize,10,3,200,22304,129.065700,
spin,image-resize,10,4,200,22304,127.194500,
spin,image-resize,10,5,200,22304,132.476000,
spin,image-resize,10,6,200,22304,132.135300,
spin,image-resize,10,7,200,22304,136.658800,
spin,image-resize,10,8,200,22304,136.174400,
spin,image-resize,10,9,200,22304,139.406900,
spin,image-resize,10,10,200,22304,138.733400,
spin,image-resize,10,11,200,22304,136.071300,
spin,image-resize,10,12,200,22304,132.342300,
spin,image-resize,10,13,200,22304,134.225500,
spin,image-resize,10,14,200,22304,147.052400,
spin,image-resize,10,15,200,22304,137.107800,
spin,image-resize,10,16,200,22304,138.781600,
spin,image-resize,10,17,200,22304,137.068200,
spin,image-resize,10,18,200,22304,147.702800,
spin,image-resize,10,19,200,22304,149.214100,
spin,image-resize,10,20,200,22304,147.568400,
spin,image-resize,10,21,200,22304,122.609500,
spin,image-resize,10,22,200,22304,121.440700,
spin,image-resize,10,23,200,22304,132.772800,
spin,image-resize,10,24,200,22304,123.047500,
spin,image-resize,10,25,200,22304,134.885600,
spin,image-resize,10,26,200,22304,112.548800,
spin,image-resize,10,27,200,22304,137.192100,
spin,image-resize,10,28,200,22304,128.177000,
spin,image-resize,10,29,200,22304,139.905500,
spin,image-resize,10,30,200,22304,154.571900,
spin,image-resize,10,31,200,22304,130.783800,
spin,image-resize,10,32,200,22304,130.040500,
spin,image-resize,10,33,200,22304,136.023300,
spin,image-resize,10,34,200,22304,133.608400,
spin,image-resize,10,35,200,22304,135.334200,
spin,image-resize,10,36,200,22304,127.296300,
spin,image-resize,10,37,200,22304,141.059300,
spin,image-resize,10,38,200,22304,150.676000,
spin,image-resize,10,39,200,22304,147.756600,
spin,image-resize,10,40,200,22304,119.759400,
spin,image-resize,10,41,200,22304,125.626700,
spin,image-resize,10,42,200,22304,125.849400,
spin,image-resize,10,43,200,22304,127.255300,
spin,image-resize,10,44,200,22304,118.917600,
spin,image-resize,10,45,200,22304,133.185300,
spin,image-resize,10,46,200,22304,139.245700,
spin,image-resize,10,47,200,22304,145.876400,
spin,image-resize,10,48,200,22304,118.088700,
spin,image-resize,10,49,200,22304,153.088800,
spin,image-resize,10,50,200,22304,157.242500,
spin,image-resize,10,51,200,22304,131.567800,
spin,image-resize,10,52,200,22304,135.258700,
spin,image-resize,10,53,200,22304,122.068100,
spin,image-resize,10,54,200,22304,140.950800,
spin,image-resize,10,55,200,22304,138.439600,
spin,image-resize,10,56,200,22304,153.204500,
spin,image-resize,10,57,200,22304,124.786300,
spin,image-resize,10,58,200,22304,156.773500,
spin,image-resize,10,59,200,22304,159.272200,
spin,image-resize,10,60,200,22304,152.448000,
spin,image-resize,10,61,200,22304,124.412100,
spin,image-resize,10,62,200,22304,121.993200,
spin,image-resize,10,63,200,22304,122.801200,
spin,image-resize,10,64,200,22304,140.515300,
spin,image-resize,10,65,200,22304,142.279900,
spin,image-resize,10,66,200,22304,126.842200,
spin,image-resize,10,67,200,22304,155.464500,
spin,image-resize,10,68,200,22304,149.242500,
spin,image-resize,10,69,200,22304,144.778200,
spin,image-resize,10,70,200,22304,146.858700,
spin,image-resize,10,71,200,22304,125.513200,
spin,image-resize,10,72,200,22304,130.931200,
spin,image-resize,10,73,200,22304,117.240500,
spin,image-resize,10,74,200,22304,137.773000,
spin,image-resize,10,75,200,22304,151.235100,
spin,image-resize,10,76,200,22304,137.149700,
spin,image-resize,10,77,200,22304,126.807600,
spin,image-resize,10,78,200,22304,120.664800,
spin,image-resize,10,79,200,22304,128.688900,
spin,image-resize,10,80,200,22304,155.414000,
spin,image-resize,10,81,200,22304,132.158900,
spin,image-resize,10,82,200,22304,126.501400,
spin,image-resize,10,83,200,22304,135.782800,
spin,image-resize,10,84,200,22304,126.366000,
spin,image-resize,10,85,200,22304,123.670700,
spin,image-resize,10,86,200,22304,136.775000,
spin,image-resize,10,87,200,22304,150.159800,
spin,image-resize,10,88,200,22304,134.266900,
spin,image-resize,10,89,200,22304,135.031900,
spin,image-resize,10,90,200,22304,133.560200,
spin,image-resize,10,91,200,22304,146.069000,
spin,image-resize,10,92,200,22304,141.988100,
spin,image-resize,10,93,200,22304,128.618600,
spin,image-resize,10,94,200,22304,148.080100,
spin,image-resize,10,95,200,22304,112.851800,
spin,image-resize,10,96,200,22304,132.766300,
spin,image-resize,10,97,200,22304,152.166800,
