service,scenario,concurrency,request_no,status,bytes,latency_ms,error
spin,validate-json,5,91,200,39,2.167300,
spin,validate-json,5,92,200,39,2.350700,
spin,validate-json,5,93,200,39,1.576200,
spin,validate-json,5,94,200,39,2.088000,
spin,validate-json,5,95,200,39,2.306300,
spin,validate-json,5,96,200,39,2.304100,
spin,validate-json,5,97,200,39,2.494500,
spin,validate-json,5,98,200,39,16.523300,
spin,validate-json,5,99,200,39,1.916000,
spin,validate-json,5,100,200,39,1.656700,
spin,validate-json,10,1,200,39,1.462700,
spin,validate-json,10,2,200,39,1.949700,
spin,validate-json,10,3,200,39,1.790900,
spin,validate-json,10,4,200,39,2.030000,
spin,validate-json,10,5,200,39,1.719500,
spin,validate-json,10,6,200,39,2.997700,
spin,validate-json,10,7,200,39,2.655200,
spin,validate-json,10,8,200,39,3.109200,
spin,validate-json,10,9,200,39,3.222300,
spin,validate-json,10,10,200,39,3.275000,
spin,validate-json,10,11,200,39,2.595100,
spin,validate-json,10,12,200,39,3.916400,
spin,validate-json,10,13,200,39,4.164000,
spin,validate-json,10,14,200,39,4.860300,
spin,validate-json,10,15,200,39,3.848900,
spin,validate-json,10,16,200,39,4.689200,
spin,validate-json,10,17,200,39,3.463200,
spin,validate-json,10,18,200,39,3.679800,
spin,validate-json,10,19,200,39,2.888100,
spin,validate-json,10,20,200,39,1.834700,
spin,validate-json,10,21,200,39,1.934400,
spin,validate-json,10,22,200,39,3.362600,
spin,validate-json,10,23,200,39,2.386500,
spin,validate-json,10,24,200,39,2.901800,
spin,validate-json,10,25,200,39,3.616900,
spin,validate-json,10,26,200,39,4.297200,
spin,validate-json,10,27,200,39,4.252000,
spin,validate-json,10,28,200,39,4.066300,
spin,validate-json,10,29,200,39,4.003400,
spin,validate-json,10,30,200,39,4.678400,
spin,validate-json,10,31,200,39,3.465700,
spin,validate-json,10,32,200,39,4.312100,
spin,validate-json,10,33,200,39,2.477000,
spin,validate-json,10,34,200,39,2.061800,
spin,validate-json,10,35,200,39,2.187300,
spin,validate-json,10,36,200,39,2.657400,
spin,validate-json,10,37,200,39,7.408600,
spin,validate-json,10,38,200,39,3.518100,
spin,validate-json,10,39,200,39,3.547700,
spin,validate-json,10,40,200,39,4.453800,
spin,validate-json,10,41,200,39,4.004000,
spin,validate-json,10,42,200,39,3.052700,
spin,validate-json,10,43,200,39,3.867700,
spin,validate-json,10,44,200,39,3.860100,
spin,validate-json,10,45,200,39,3.847100,
spin,validate-json,10,46,200,39,2.520400,
spin,validate-json,10,47,200,39,2.538700,
spin,validate-json,10,48,200,39,2.460100,
spin,validate-json,10,49,200,39,2.937000,
spin,validate-json,10,50,200,39,2.553900,
spin,validate-json,10,51,200,39,3.146100,
spin,validate-json,10,52,200,39,3.100500,
spin,validate-json,10,53,200,39,3.038500,
spin,validate-json,10,54,200,39,3.844100,
spin,validate-json,10,55,200,39,2.718900,
spin,validate-json,10,56,200,39,3.946900,
spin,validate-json,10,57,200,39,2.311800,
spin,validate-json,10,58,200,39,3.524200,
spin,validate-json,10,59,200,39,1.943200,
spin,validate-json,10,60,200,39,3.209400,
spin,validate-json,10,61,200,39,2.292300,
spin,validate-json,10,62,200,39,2.087100,
spin,validate-json,10,63,200,39,2.149600,
spin,validate-json,10,64,200,39,1.923800,
spin,validate-json,10,65,200,39,2.897600,
spin,validate-json,10,66,200,39,2.149400,
spin,validate-json,10,67,200,39,3.458600,
spin,validate-json,10,68,200,39,3.452000,
spin,validate-json,10,69,200,39,3.136900,
spin,validate-json,10,70,200,39,4.133100,
spin,validate-json,10,71,200,39,3.699900,
spin,validate-json,10,72,200,39,2.866900,
spin,validate-json,10,73,200,39,2.500800,
spin,validate-json,10,74,200,39,3.395900,
spin,validate-json,10,75,200,39,5.202300,
spin,validate-json,10,76,200,39,4.580600,
spin,validate-json,10,77,200,39,2.994400,
spin,validate-json,10,78,200,39,2.989100,
spin,validate-json,10,79,200,39,3.543000,
spin,validate-json,10,80,200,39,3.699000,
spin,validate-json,10,81,200,39,4.316500,
spin,validate-json,10,82,200,39,4.045500,
spin,validate-json,10,83,200,39,3.679900,
spin,validate-json,10,84,200,39,4.487300,
spin,validate-json,10,85,200,39,4.516700,
spin,validate-json,10,86,200,39,4.407300,
spin,validate-json,10,87,200,39,2.636400,
spin,validate-json,10,88,200,39,2.699300,
spin,validate-json,10,89,200,39,2.880400,
spin,validate-json,10,90,200,39,2.867400,
spin,validate-json,10,91,200,39,2.257600,
spin,validate-json,10,92,200,39,2.903000,
spin,validate-json,10,93,200,39,3.543400,
spin,validate-json,10,94,200,39,3.470800,
spin,validate-json,10,95,200,39,3.797700,
spin,validate-json,10,96,200,39,3.638000,
spin,validate-json,10,97,200,39,2.794300,
spin,validate-json,10,98,200,39,3.382600,
spin,validate-json,10,99,200,39,3.013700,
spin,validate-json,10,100,200,39,11.738400,
spin,validate-json,25,1,200,39,4.717600,
spin,validate-json,25,2,200,39,4.005900,
spin,validate-json,25,3,200,39,5.935400,
spin,validate-json,25,4,200,39,3.453000,
spin,validate-json,25,5,200,39,4.004600,
spin,validate-json,25,6,200,39,2.128200,
spin,validate-json,25,7,200,39,2.032500,
spin,validate-json,25,8,200,39,3.949400,
spin,validate-json,25,9,200,39,2.963800,
spin,validate-json,25,10,200,39,4.396700,
spin,validate-json,25,11,200,39,3.183500,
spin,validate-json,25,12,200,39,3.911100,
spin,validate-json,25,13,200,39,3.595000,
spin,validate-json,25,14,200,39,2.552000,
spin,validate-json,25,15,200,39,2.827700,
spin,validate-json,25,16,200,39,2.869700,
spin,validate-json,25,17,200,39,2.559400,
spin,validate-json,25,18,200,39,4.642400,
spin,validate-json,25,19,200,39,5.944500,
spin,validate-json,25,20,200,39,3.452800,
spin,validate-json,25,21,200,39,2.050100,
spin,validate-json,25,22,200,39,5.218000,
spin,validate-json,25,23,200,39,4.057500,
spin,validate-json,25,24,200,39,4.068000,
spin,validate-json,25,25,200,39,4.231100,
spin,validate-json,25,26,200,39,3.358800,
spin,validate-json,25,27,200,39,2.080700,
spin,validate-json,25,28,200,39,4.447300,
spin,validate-json,25,29,200,39,2.893500,
spin,validate-json,25,30,200,39,2.312200,
spin,validate-json,25,31,200,39,5.120100,
spin,validate-json,25,32,200,39,3.291100,
spin,validate-json,25,33,200,39,3.117200,
spin,validate-json,25,34,200,39,4.196600,
spin,validate-json,25,35,200,39,3.531200,
spin,validate-json,25,36,200,39,4.494500,
spin,validate-json,25,37,200,39,4.482000,
spin,validate-json,25,38,200,39,3.697200,
spin,validate-json,25,39,200,39,5.661700,
spin,validate-json,25,40,200,39,4.630900,
spin,validate-json,25,41,200,39,4.809900,
spin,validate-json,25,42,200,39,5.088600,
spin,validate-json,25,43,200,39,4.776100,
spin,validate-json,25,44,200,39,7.134700,
spin,validate-json,25,45,200,39,5.224400,
spin,validate-json,25,46,200,39,7.504600,
spin,validate-json,25,47,200,39,5.625800,
spin,validate-json,25,48,200,39,5.184400,
spin,validate-json,25,49,200,39,5.341200,
spin,validate-json,25,50,200,39,6.060700,
spin,validate-json,25,51,200,39,6.337000,
spin,validate-json,25,52,200,39,7.084900,
spin,validate-json,25,53,200,39,5.702900,
spin,validate-json,25,54,200,39,3.422200,
spin,validate-json,25,55,200,39,3.156100,
spin,validate-json,25,56,200,39,7.337000,
spin,validate-json,25,57,200,39,6.339300,
spin,validate-json,25,58,200,39,4.003000,
spin,validate-json,25,59,200,39,4.652800,
spin,validate-json,25,60,200,39,4.808800,
spin,validate-json,25,61,200,39,5.592900,
spin,validate-json,25,62,200,39,3.598500,
spin,validate-json,25,63,200,39,5.449200,
spin,validate-json,25,64,200,39,3.700600,
spin,validate-json,25,65,200,39,7.579400,
spin,validate-json,25,66,200,39,7.114400,
spin,validate-json,25,67,200,39,4.949900,
spin,validate-json,25,68,200,39,5.763200,
spin,validate-json,25,69,200,39,7.691000,
spin,validate-json,25,70,200,39,5.316700,
spin,validate-json,25,71,200,39,7.486900,
spin,validate-json,25,72,200,39,9.220600,
spin,validate-json,25,73,200,39,6.084700,
spin,validate-json,25,74,200,39,7.397700,
spin,validate-json,25,75,200,39,7.414900,
spin,validate-json,25,76,200,39,5.450400,
spin,validate-json,25,77,200,39,5.408100,
spin,validate-json,25,78,200,39,6.491800,
spin,validate-json,25,79,200,39,6.822000,
spin,validate-json,25,80,200,39,6.463300,
spin,validate-json,25,81,200,39,6.328500,
spin,validate-json,25,82,200,39,7.313000,
spin,validate-json,25,83,200,39,7.557100,
spin,validate-json,25,84,200,39,5.732500,
spin,validate-json,25,85,200,39,6.096400,
spin,validate-json,25,86,200,39,5.566700,
spin,validate-json,25,87,200,39,8.204400,
spin,validate-json,25,88,200,39,5.952200,
spin,validate-json,25,89,200,39,5.048700,
spin,validate-json,25,90,200,39,10.177000,
spin,validate-json,25,91,200,39,6.883900,
spin,validate-json,25,92,200,39,5.961800,
spin,validate-json,25,93,200,39,7.164900,
spin,validate-json,25,94,200,39,4.338600,
spin,validate-json,25,95,200,39,5.583400,
spin,validate-json,25,96,200,39,4.693900,
spin,validate-json,25,97,200,39,6.934500,
spin,validate-json,25,98,200,39,5.252900,
spin,validate-json,25,99,200,39,4.461500,
spin,validate-json,25,100,200,39,4.818200,
spin,validate-json,50,1,200,39,6.809100,
spin,validate-json,50,2,200,39,3.227000,
spin,validate-json,50,3,200,39,5.627400,
spin,validate-json,50,4,200,39,3.355100,
spin,validate-json,50,5,200,39,3.299900,
spin,validate-json,50,6,200,39,3.690600,
spin,validate-json,50,7,200,39,4.053700,
spin,validate-json,50,8,200,39,5.498200,
spin,validate-json,50,9,200,39,4.651200,
spin,validate-json,50,10,200,39,4.079600,
spin,validate-json,50,11,200,39,5.047000,
spin,validate-json,50,12,200,39,6.284100,
spin,validate-json,50,13,200,39,4.134400,
spin,validate-json,50,14,200,39,3.688500,
spin,validate-json,50,15,200,39,4.756500,
spin,validate-json,50,16,200,39,3.627000,
spin,validate-json,50,17,200,39,4.235700,
spin,validate-json,50,18,200,39,4.932000,
spin,validate-json,50,19,200,39,4.339000,
spin,validate-json,50,20,200,39,4.081100,
spin,validate-json,50,21,200,39,4.851500,
spin,validate-json,50,22,200,39,3.821600,
spin,validate-json,50,23,200,39,4.404700,
spin,validate-json,50,24,200,39,4.223700,
spin,validate-json,50,25,200,39,3.255600,
spin,validate-json,50,26,200,39,3.806600,
spin,validate-json,50,27,200,39,3.965000,
spin,validate-json,50,28,200,39,6.817500,
spin,validate-json,50,29,200,39,3.584200,
spin,validate-json,50,30,200,39,4.381400,
spin,validate-json,50,31,200,39,3.307400,
spin,validate-json,50,32,200,39,5.739400,
spin,validate-json,50,33,200,39,3.010100,
spin,validate-json,50,34,200,39,4.912600,
spin,validate-json,50,35,200,39,3.441600,
spin,validate-json,50,36,200,39,4.718500,
spin,validate-json,50,37,200,39,5.263700,
spin,validate-json,50,38,200,39,4.903900,
spin,validate-json,50,39,200,39,7.108600,
spin,validate-json,50,40,200,39,5.716900,
spin,validate-json,50,41,200,39,4.416800,
spin,validate-json,50,42,200,39,2.490400,
spin,validate-json,50,43,200,39,4.870200,
spin,validate-json,50,44,200,39,4.845100,
spin,validate-json,50,45,200,39,4.157300,
spin,validate-json,50,46,200,39,6.315100,
spin,validate-json,50,47,200,39,4.201600,
spin,validate-json,50,48,200,39,5.430400,
spin,validate-json,50,49,200,39,4.008000,
spin,validate-json,50,50,200,39,5.383500,
spin,validate-json,50,51,200,39,4.054400,
spin,validate-json,50,52,200,39,5.700900,
spin,validate-json,50,53,200,39,4.508600,
spin,validate-json,50,54,200,39,4.284900,
spin,validate-json,50,55,200,39,4.547500,
spin,validate-json,50,56,200,39,4.043100,
spin,validate-json,50,57,200,39,4.966100,
spin,validate-json,50,58,200,39,6.460600,
spin,validate-json,50,59,200,39,6.344300,
spin,validate-json,50,60,200,39,4.968700,
spin,validate-json,50,61,200,39,4.916000,
spin,validate-json,50,62,200,39,4.636900,
spin,validate-json,50,63,200,39,5.391700,
spin,validate-json,50,64,200,39,4.290900,
spin,validate-json,50,65,200,39,6.065900,
spin,validate-json,50,66,200,39,4.248700,
spin,validate-json,50,67,200,39,5.596700,
spin,validate-json,50,68,200,39,3.121700,
spin,validate-json,50,69,200,39,4.785400,
spin,validate-json,50,70,200,39,3.386300,
spin,validate-json,50,71,200,39,3.507100,
spin,validate-json,50,72,200,39,7.050500,
spin,validate-json,50,73,200,39,3.125200,
spin,validate-json,50,74,200,39,6.550600,
spin,validate-json,50,75,200,39,3.147600,
spin,validate-json,50,76,200,39,4.169100,
spin,validate-json,50,77,200,39,3.982700,
spin,validate-json,50,78,200,39,4.513800,
spin,validate-json,50,79,200,39,4.790900,
spin,validate-json,50,80,200,39,2.692700,
spin,validate-json,50,81,200,39,5.360500,
spin,validate-json,50,82,200,39,4.432200,
spin,validate-json,50,83,200,39,5.502300,
spin,validate-json,50,84,200,39,2.759300,
spin,validate-json,50,85,200,39,5.217900,
spin,validate-json,50,86,200,39,5.254500,
spin,validate-json,50,87,200,39,5.061700,
spin,validate-json,50,88,200,39,4.212600,
spin,validate-json,50,89,200,39,3.120100,
spin,validate-json,50,90,200,39,3.687900,
spin,validate-json,50,91,200,39,4.275500,
spin,validate-json,50,92,200,39,4.232900,
spin,validate-json,50,93,200,39,2.669200,
spin,validate-json,50,94,200,39,4.256600,
spin,validate-json,50,95,200,39,3.791200,
spin,validate-json,50,96,200,39,5.370400,
spin,validate-json,50,97,200,39,2.145000,
spin,validate-json,50,98,200,39,3.215900,
spin,validate-json,50,99,200,39,2.755500,
spin,validate-json,50,100,200,39,2.740000,
